date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-05-27 00:00:00,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,1626 S Bennett St,Seattle,WA 98108,USA
2014-06-24 00:00:00,3.0,1.0,880,18205,1.0,0,0,4,880,0,1945,0,11257 Crestwood Dr S,Seattle,WA 98178,USA
2014-07-04 00:00:00,3.0,2.5,2320,7609,2.0,0,0,3,2320,0,2003,0,769-821 Big Tree Dr NW,Issaquah,WA 98027,USA
2014-06-03 00:00:00,3.0,2.25,1870,9000,1.0,0,0,3,1440,430,1978,0,10559 NE 150th Ct,Bothell,WA 98011,USA
2014-07-08 00:00:00,2.0,2.5,2290,3507,2.0,0,0,3,2290,0,2005,0,2598 NE Natalie Way,Issaquah,WA 98029,USA
2014-07-01 00:00:00,3.0,1.0,1200,8514,1.0,0,0,3,1200,0,1959,1989,1419 Farrelly St,Enumclaw,WA 98022,USA
2014-07-02 00:00:00,3.0,2.25,1320,1800,2.0,0,0,3,1320,0,1994,0,3404 E Cherry St,Seattle,WA 98122,USA
2014-06-25 00:00:00,4.0,2.75,1910,16532,1.0,0,0,4,1420,490,1940,2001,9025 26th Ave NW,Seattle,WA 98117,USA
2014-06-13 00:00:00,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,10559 Evanston Ave N,Seattle,WA 98133,USA
2014-06-30 00:00:00,4.0,3.0,3720,15048,3.0,0,0,3,3720,0,1979,2014,10218 147th Ave SE,Renton,WA 98059,USA
2014-05-16 00:00:00,2.0,1.0,1010,5200,1.0,0,0,3,1010,0,1955,2005,20721 9th Ave S,Des Moines,WA 98198,USA
2014-07-05 00:00:00,3.0,2.5,1540,1326,3.0,0,0,3,1390,150,1995,0,2841 13th Ave W,Seattle,WA 98119,USA
2014-06-18 00:00:00,4.0,2.0,1970,10500,1.0,0,0,3,1820,150,1961,2004,13666 17th Ave SW,Burien,WA 98166,USA
2014-06-04 00:00:00,4.0,2.5,3290,6203,2.0,0,0,3,3290,0,2008,0,36011 SE Kendall Peak St,Snoqualmie,WA 98065,USA
2014-06-05 00:00:00,4.0,2.5,2260,3713,2.0,0,0,3,2260,0,2003,0,13135 NE 139th St,Kirkland,WA 98034,USA
2014-06-18 00:00:00,4.0,4.25,4850,12445,2.0,1,4,5,3850,1000,1989,0,11031 Champagne Point Rd NE,Kirkland,WA 98034,USA
2014-06-09 00:00:00,4.0,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993,3912 Ashworth Ave N,Seattle,WA 98103,USA
2014-05-02 00:00:00,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,32418 NE 50th St,Carnation,WA 98014,USA
2014-06-23 00:00:00,4.0,2.0,1730,3884,1.0,0,0,5,1060,670,1924,1956,720 N 46th St,Seattle,WA 98103,USA
2014-06-16 00:00:00,3.0,1.75,1150,9600,1.0,0,0,3,1150,0,1979,2014,42511 SE 175th Pl,North Bend,WA 98045,USA
2014-06-17 00:00:00,4.0,2.0,1610,9600,1.0,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA
2014-06-26 00:00:00,4.0,3.0,1930,3031,1.0,0,0,3,1200,730,2006,0,26418 NE Anderson St,Duvall,WA 98019,USA
2014-06-23 00:00:00,4.0,3.5,2960,6000,2.0,0,0,3,2960,0,2014,0,34115 SE Ash St,Snoqualmie,WA 98065,USA
2014-06-19 00:00:00,4.0,2.5,2496,8058,2.0,0,0,3,2496,0,1998,2006,8517 143rd Ct NE,Redmond,WA 98052,USA
2014-06-03 00:00:00,4.0,2.5,2961,12146,2.0,0,0,3,2961,0,1998,2006,21548 SE 28th Ln,Sammamish,WA 98075,USA
2014-06-02 00:00:00,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006,Schmitz Park to Alki Trail,Seattle,WA 98116,USA
2014-05-29 00:00:00,5.0,1.75,1880,10000,1.0,0,0,3,960,920,1963,2008,10414 NE 131st St,Kirkland,WA 98034,USA
2014-07-08 00:00:00,4.0,2.75,3090,5859,2.0,0,0,3,3090,0,2010,0,384 218th Pl SE,Sammamish,WA 98074,USA
2014-07-09 00:00:00,3.0,2.25,1920,8223,2.0,0,0,4,1920,0,1989,0,14808 104th Ave NE,Bothell,WA 98011,USA
2014-05-30 00:00:00,3.0,2.5,2780,11964,2.0,0,0,3,2780,0,2009,0,12449 94th Ave NE,Kirkland,WA 98034,USA
2014-05-22 00:00:00,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA
2014-05-27 00:00:00,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,1965,1993,5230 S Rose St,Seattle,WA 98118,USA
2014-05-29 00:00:00,4.0,1.0,1600,4300,1.5,0,0,4,1600,0,1916,0,1215 N 50th St,Seattle,WA 98103,USA
2014-06-13 00:00:00,6.0,3.75,3010,4360,2.0,0,0,3,2000,1010,2014,0,8016 Meridian Ave N,Seattle,WA 98103,USA
2014-05-05 00:00:00,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,20927-20999 2nd Ave S,Des Moines,WA 98198,USA
2014-06-19 00:00:00,3.0,2.0,1730,38884,1.0,0,0,3,1730,0,1997,0,29448 SE 208th St,Maple Valley,WA 98038,USA
2014-06-02 00:00:00,2.0,1.5,1140,2980,2.0,0,0,3,1140,0,1988,2000,4150 244th Pl SE,Issaquah,WA 98029,USA
2014-06-26 00:00:00,3.0,1.75,1520,11085,1.0,0,0,3,1520,0,1983,2009,20331 NE 40th Ct,Sammamish,WA 98074,USA
2014-05-19 00:00:00,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA
2014-05-25 00:00:00,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,USA
2014-07-01 00:00:00,4.0,3.5,3770,8501,2.0,0,0,3,3770,0,2008,0,104 6th St S,Kirkland,WA 98033,USA
2014-05-10 00:00:00,3.0,2.5,1350,1250,3.0,0,0,3,1270,80,2006,0,5940 California Ave SW,Seattle,WA 98136,USA
2014-06-05 00:00:00,3.0,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0,5256 42nd Ave SW,Seattle,WA 98136,USA
2014-07-07 00:00:00,3.0,1.0,1390,6000,1.0,0,0,3,1390,0,1954,2005,880 Monroe Ave NE,Renton,WA 98056,USA
2014-05-08 00:00:00,5.0,3.25,2800,3200,1.5,0,0,5,1910,890,1932,2002,365 Halladay St,Seattle,WA 98109,USA
2014-05-12 00:00:00,5.0,3.0,2100,7715,1.0,0,0,3,1250,850,2013,1923,1047-1099 S 130th St,Burien,WA 98168,USA
2014-06-12 00:00:00,3.0,2.75,1560,7392,1.0,0,0,5,1030,530,1972,0,15118 119th Ave NE,Kirkland,WA 98034,USA
2014-05-06 00:00:00,5.0,3.5,3480,36615,2.0,0,0,4,2490,990,1983,0,21809 SE 38th Pl,Issaquah,WA 98075,USA
2014-06-09 00:00:00,3.0,2.25,2210,8000,2.0,0,0,4,2210,0,1969,0,3652 SW 328th St,Federal Way,WA 98023,USA
2014-06-16 00:00:00,3.0,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0,2493 NE Laurel Crest Ln,Issaquah,WA 98029,USA
2014-05-15 00:00:00,3.0,1.0,1630,10304,1.0,0,0,5,1630,0,1953,0,17228 11th Ave NE,Shoreline,WA 98155,USA
2014-06-05 00:00:00,3.0,1.0,1500,13500,1.0,0,0,4,1500,0,1968,0,20147 SE 152nd St,Renton,WA 98059,USA
2014-05-21 00:00:00,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,19400-19498 23rd Ave NW,Shoreline,WA 98177,USA
2014-05-12 00:00:00,3.0,1.0,1460,9750,1.0,0,0,4,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,USA
2014-06-25 00:00:00,2.0,1.0,900,2910,1.0,0,0,5,900,0,1924,1956,519 NE 79th St,Seattle,WA 98115,USA
2014-05-22 00:00:00,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,9122 23rd Ave NE,Seattle,WA 98115,USA
2014-05-06 00:00:00,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,412 NW 70th St,Seattle,WA 98117,USA
2014-06-03 00:00:00,4.0,3.0,4590,9150,2.0,0,0,3,3490,1100,1981,2013,13003 13th Ave NW,Seattle,WA 98177,USA
2014-05-13 00:00:00,3.0,2.0,1350,14200,1.0,0,0,3,1350,0,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA
2014-05-22 00:00:00,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,16204 SE 8th St,Bellevue,WA 98008,USA
2014-05-07 00:00:00,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0,32631 39th Ave SW,Federal Way,WA 98023,USA
2014-05-08 00:00:00,4.0,3.25,3820,24166,2.0,0,1,4,3310,510,1990,0,8565 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-16 00:00:00,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,3405 35th Ave S,Seattle,WA 98144,USA
2014-05-05 00:00:00,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,12621 SE 300th Way,Auburn,WA 98092,USA
2014-06-01 00:00:00,5.0,3.0,3640,8239,2.0,0,3,3,2540,1100,1982,0,17200 SE 29th Ct,Bellevue,WA 98008,USA
2014-05-13 00:00:00,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA
2014-05-02 00:00:00,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,17825 4th Ave SW,Normandy Park,WA 98166,USA
2014-05-08 00:00:00,3.0,2.5,2310,4729,2.0,0,0,3,2310,0,2011,0,7630 Todd Pl,Kenmore,WA 98028,USA
2014-07-08 00:00:00,4.0,3.5,5270,53428,2.0,0,0,3,3440,1830,2004,2003,18603 E Spring Lake Dr SE,Renton,WA 98058,USA
2014-06-09 00:00:00,4.0,2.5,2350,63162,2.0,0,0,4,2350,0,1994,0,21601-21799 NE 175th St,Woodinville,WA 98077,USA
2014-05-16 00:00:00,3.0,1.0,1250,4800,1.0,0,0,4,1250,0,1951,1999,3809 SW Findlay St,Seattle,WA 98126,USA
2014-05-07 00:00:00,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0,19654 116th Ave SE,Kent,WA 98031,USA
2014-07-09 00:00:00,2.0,2.5,2150,5760,1.0,0,0,3,2150,0,2010,0,12468 240th Pl NE,Redmond,WA 98053,USA
2014-07-07 00:00:00,3.0,1.5,1800,22000,2.0,0,0,3,1800,0,1931,0,3714 S 128th St,Tukwila,WA 98168,USA
2014-07-03 00:00:00,3.0,2.0,2470,8800,2.0,0,0,3,2470,0,1961,2004,3914 88th Ave SE,Mercer Island,WA 98040,USA
2014-07-02 00:00:00,4.0,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012,2220 5th Ave N,Seattle,WA 98109,USA
2014-05-20 00:00:00,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA
2014-05-22 00:00:00,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,5440 42nd Ave SW,Seattle,WA 98136,USA
2014-05-02 00:00:00,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,121 NE 147th St,Shoreline,WA 98155,USA
2014-05-19 00:00:00,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA
2014-06-30 00:00:00,3.0,1.0,1580,6300,1.0,0,0,3,1180,400,1925,2002,2108 W Bertona St,Seattle,WA 98199,USA
2014-06-26 00:00:00,3.0,1.75,1500,11968,1.0,0,0,3,1500,0,2014,0,32428-32598 5th Ave,Black Diamond,WA 98010,USA
2014-06-04 00:00:00,6.0,2.75,2630,16411,1.0,0,0,4,1650,980,1974,0,2317-2399 185th Pl NE,Redmond,WA 98052,USA
2014-07-07 00:00:00,2.0,1.5,800,5192,1.0,0,0,5,800,0,1951,0,10203 42nd Ave SW,Seattle,WA 98146,USA
2014-05-23 00:00:00,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,5410 Greenwood Ave N,Seattle,WA 98103,USA
2014-05-28 00:00:00,4.0,3.25,4700,9160,1.0,0,4,3,2520,2180,2005,0,5700-5798 SW Hinds St,Seattle,WA 98116,USA
2014-05-29 00:00:00,3.0,1.5,2600,5085,1.0,0,0,4,1400,1200,1940,2001,4118 35th Ave SW,Seattle,WA 98126,USA
2014-06-06 00:00:00,4.0,2.25,1740,8449,1.0,0,0,4,1170,570,1958,1972,16204 SE 2nd St,Bellevue,WA 98008,USA
2014-06-09 00:00:00,3.0,2.5,1800,2700,2.0,0,0,3,1800,0,2011,0,2803 SW Bataan St,Seattle,WA 98126,USA
2014-07-07 00:00:00,2.0,1.0,1500,6685,1.0,0,0,3,1190,310,1926,2003,12226 Phinney Ave N,Seattle,WA 98133,USA
2014-07-03 00:00:00,2.0,1.0,870,4600,1.0,0,0,4,870,0,1942,1982,8506 37th Ave SW,Seattle,WA 98126,USA
2014-06-28 00:00:00,4.0,2.5,3130,40918,2.0,0,0,3,3130,0,1994,0,46300 SE 137th St,North Bend,WA 98045,USA
2014-05-21 00:00:00,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,130 97th Ave NE,Bellevue,WA 98004,USA
2014-05-28 00:00:00,4.0,2.5,2798,4473,2.0,0,0,3,2798,0,2012,1912,19296-19336 102nd Ave SE,Renton,WA 98055,USA
2014-05-21 00:00:00,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,4231 SW 323rd St,Federal Way,WA 98023,USA
2014-06-05 00:00:00,4.0,2.5,2658,3960,2.0,0,0,3,2658,0,2014,0,2723 55th St SE,Auburn,WA 98092,USA
2014-06-16 00:00:00,3.0,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,USA
2014-05-08 00:00:00,4.0,1.75,2060,26036,1.0,0,0,4,1160,900,1947,1988,17622 12th Ave SW,Normandy Park,WA 98166,USA
2014-07-08 00:00:00,4.0,2.25,1900,7200,1.0,0,0,3,1370,530,1977,2004,11042 31st Ave SW,Seattle,WA 98146,USA
2014-05-06 00:00:00,3.0,2.25,1970,11088,1.0,0,0,4,1180,790,1967,0,18738-18798 49th Pl NE,Lake Forest Park,WA 98155,USA
2014-06-25 00:00:00,3.0,2.75,1850,16960,1.0,0,2,4,1850,0,1953,1983,633 NW 116th St,Seattle,WA 98177,USA
2014-05-15 00:00:00,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,0,309 N 46th St,Seattle,WA 98103,USA
2014-06-18 00:00:00,2.0,1.0,1240,6400,1.0,0,1,4,1060,180,1938,0,5927 35th Ave SW,Seattle,WA 98126,USA
2014-06-10 00:00:00,6.0,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923,6478 167th Ln SE,Bellevue,WA 98006,USA
2014-05-19 00:00:00,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,4751 Stephens Ave,Carnation,WA 98014,USA
2014-05-20 00:00:00,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,1178 Camas Ave NE,Renton,WA 98056,USA
2014-06-20 00:00:00,3.0,1.75,1780,8085,1.0,0,0,3,1210,570,1976,0,14815 108th Pl NE,Bothell,WA 98011,USA
2014-05-22 00:00:00,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,1645 219th Pl SE,Sammamish,WA 98075,USA
2014-06-24 00:00:00,3.0,1.75,1070,8000,1.0,0,0,3,1070,0,1977,2004,10908 156th Ct NE,Redmond,WA 98052,USA
2014-05-05 00:00:00,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,18027 SE 128th St,Renton,WA 98059,USA
2014-05-16 00:00:00,2.0,1.5,1070,9643,1.0,0,0,3,1070,0,1985,0,13105 SE 277th Pl,Kent,WA 98030,USA
2014-05-20 00:00:00,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,7505 Ravenna Ave NE,Seattle,WA 98115,USA
2014-05-23 00:00:00,3.0,2.25,1670,1596,2.0,0,0,3,1220,450,2002,0,3019 30th Ave W,Seattle,WA 98199,USA
2014-06-23 00:00:00,2.0,1.0,1060,7200,1.0,0,0,4,1060,0,1951,1999,1212 NE 162nd St,Shoreline,WA 98155,USA
2014-07-02 00:00:00,4.0,2.0,2370,76665,2.0,0,0,4,2370,0,1978,2000,35516 44th Ave S,Auburn,WA 98001,USA
2014-05-12 00:00:00,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA
2014-05-06 00:00:00,3.0,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004,3401-3599 Arapahoe Pl W,Seattle,WA 98199,USA
2014-05-08 00:00:00,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,1930,0,8013 20th Ave NE,Seattle,WA 98115,USA
2014-06-10 00:00:00,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,8833 14th Ave SW,Seattle,WA 98106,USA
2014-06-25 00:00:00,5.0,2.25,2370,15512,2.0,0,0,4,2370,0,1981,0,14207 SE 52nd Pl,Bellevue,WA 98006,USA
2014-05-19 00:00:00,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,6729 37th Ave S,Seattle,WA 98118,USA
2014-07-03 00:00:00,4.0,3.25,2980,3600,2.0,0,0,3,2150,830,1999,0,1820 38th Ave E,Seattle,WA 98112,USA
2014-06-20 00:00:00,1.0,1.0,800,16306,1.0,0,0,2,680,120,1931,0,12419 20th Ave S,Seattle,WA 98168,USA
2014-05-19 00:00:00,2.0,2.25,1610,2040,2.0,0,0,4,1610,0,1979,0,2906 Kennewick Pl NE,Renton,WA 98056,USA
2014-06-19 00:00:00,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0,2667 11th Ave W,Seattle,WA 98119,USA
2014-05-14 00:00:00,3.0,1.75,2110,10200,2.0,0,0,4,2110,0,1966,0,14244 140th Ave SE,Renton,WA 98059,USA
2014-06-17 00:00:00,3.0,2.5,1680,2229,2.0,0,0,3,1680,0,2007,0,611 NE 165th St,Shoreline,WA 98155,USA
2014-05-26 00:00:00,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,1743 NE 146th St,Shoreline,WA 98155,USA
2014-06-18 00:00:00,5.0,2.25,2480,12070,2.0,0,0,3,2480,0,1978,0,2206 Sahalee Dr E,Sammamish,WA 98074,USA
2014-05-22 00:00:00,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,8601-8633 26th Ave SW,Seattle,WA 98106,USA
2014-07-09 00:00:00,3.0,1.0,990,8062,1.0,0,0,4,990,0,1960,2001,20824-20836 Occidental Ave S,Des Moines,WA 98198,USA
2014-06-10 00:00:00,5.0,3.0,2830,7500,2.0,0,0,3,2460,370,1923,1998,4007 48th Ave NE,Seattle,WA 98105,USA
2014-06-24 00:00:00,2.0,2.25,2550,6000,2.0,0,0,5,1860,690,1902,0,6054 5th Ave NE,Seattle,WA 98115,USA
2014-07-07 00:00:00,3.0,2.5,1450,3748,2.0,0,0,3,1450,0,2004,2003,7621 Orchard Ave SE,Snoqualmie,WA 98065,USA
2014-05-21 00:00:00,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,26933 NE Union Hill Rd,Redmond,WA 98053,USA
2014-05-14 00:00:00,4.0,2.5,2310,14023,2.0,0,0,3,2310,0,1991,0,14923 280th Pl NE,Duvall,WA 98019,USA
2014-07-01 00:00:00,4.0,1.75,1700,5846,1.0,0,0,3,1700,0,1957,2000,4003 W Emerson St,Seattle,WA 98199,USA
2014-05-13 00:00:00,4.0,3.25,4400,16625,2.0,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA
2014-05-16 00:00:00,3.0,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,5255 39th Ave NE,Seattle,WA 98105,USA
2014-07-02 00:00:00,3.0,1.75,1490,1036,2.0,0,0,3,1090,400,2008,0,4304B 36th Ave W,Seattle,WA 98199,USA
2014-05-21 00:00:00,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,27728 SE 268th St,Ravensdale,WA 98051,USA
2014-07-01 00:00:00,3.0,1.75,1750,7020,2.0,0,0,3,1750,0,1934,1978,30734 229th Pl SE,Black Diamond,WA 98010,USA
2014-05-19 00:00:00,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,14926 NE 202nd St,Woodinville,WA 98072,USA
2014-05-06 00:00:00,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,17435 SE 47th St,Bellevue,WA 98006,USA
2014-05-21 00:00:00,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,8090 Juanita Dr NE,Kirkland,WA 98034,USA
2014-06-05 00:00:00,3.0,2.5,2050,4185,2.0,0,0,3,2050,0,2011,0,8708 12th Ave NW,Seattle,WA 98117,USA
2014-05-23 00:00:00,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,825 NE 63rd St,Seattle,WA 98115,USA
2014-05-27 00:00:00,3.0,1.75,1930,36210,1.0,0,0,3,1930,0,1977,2004,15816 NE 195th St,Woodinville,WA 98072,USA
2014-05-16 00:00:00,3.0,2.5,2320,36847,2.0,0,2,3,2320,0,1992,0,12711 470th Ave SE,North Bend,WA 98045,USA
2014-06-20 00:00:00,3.0,2.5,1820,8085,2.0,0,0,3,1820,0,1983,2009,1142 S 23rd St,Renton,WA 98055,USA
2014-05-06 00:00:00,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,19007 80th Ave NE,Kenmore,WA 98028,USA
2014-06-11 00:00:00,4.0,2.5,2550,4500,2.0,0,0,3,2550,0,2009,0,564 Field Pl NE,Renton,WA 98059,USA
2014-05-21 00:00:00,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,4136 258th Ave SE,Issaquah,WA 98029,USA
